sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G03_1376832	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G03_1376832	called	0.44	3.08	0	0.18	27	0.55	0.15	2.843744665	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G11_932750	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G11_932750	called	0.48	3	0	0.19	21	0.58	0.13	2.960247337	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E10_863752	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E10_863752	high non-clonal	0.38	3.26	0	0.15	33	0.5	0.23	3.116311566	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C07_1376648	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C07_1376648	called	0.57	3.08	0	0.22	19	0.67	0.09	2.957914786	0
5	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E03_863234	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E03_863234	called	0.45	3.51	0	0.17	30	0.59	0.17	3.337669552	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F04_777834	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F04_777834	called	0.43	2.75	0	0.18	25	0.51	0.06	2.551420115	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B11_913992	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B11_913992	called	0.47	3	0	0.19	23	0.57	0.11	2.967978501	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F03_730460	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F03_730460	called	0.48	3.35	0	0.18	26	0.61	0.09	3.187300678	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C11_932832	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C11_932832	called	0.37	2.67	0	0.17	30	0.44	0.1	2.54983826	0
11	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B12_777944	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B12_777944	called	0.45	2.98	0	0.18	26	0.55	0.08	2.897400224	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F08_1365302	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F08_1365302	high non-clonal	0.74	3	0	0.27	15	0.81	0.24	2.87731178	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A03_863768	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A03_863768	high non-clonal	0.65	2.95	0	0.25	16	0.74	0.39	2.872806008	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B07_831522	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B07_831522	called	0.38	3.38	0	0.15	34	0.51	0.07	3.34228748	0
10	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F11_1377026	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F11_1377026	high non-clonal	0.4	3.18	0	0.16	31	0.51	0.29	3.147647809	0
7	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A12_863278	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A12_863278	called	0.44	2.79	0	0.19	24	0.53	0.13	2.734841639	0
7	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E03_1376760	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E03_1376760	high non-clonal	0.48	2.75	0	0.2	20	0.56	0.32	2.7460994	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D12_863388	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D12_863388	called	0.53	3.73	0	0.18	27	0.68	0.16	3.471145157	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E11_1344466	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E11_1344466	high non-clonal	0.42	2.77	0	0.18	27	0.5	0.3	2.655545546	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D07_1376652	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D07_1376652	called	0.35	2.76	0	0.16	33	0.43	0.06	2.64454607	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C01_1376746	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C01_1376746	called	0.69	2.91	0	0.26	16	0.76	0.14	2.845000247	0
6	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D02_730376	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D02_730376	called	0.62	3.46	0	0.21	19	0.74	0.1	3.337724392	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D11_1486782	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D11_1486782	called	0.41	2.94	0	0.17	28	0.51	0.04	2.820326954	0
6	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G03_1361874	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G03_1361874	called	0.65	3.07	0	0.24	17	0.74	0.12	3.000847975	0
6	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D04_1148488	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D04_1148488	called	0.84	2.91	0	0.3	13	0.88	0.07	2.807141283	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C09_734798	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C09_734798	called	0.33	3.28	0	0.14	39	0.45	0.15	3.08339089	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A01_1320596	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A01_1320596	called	0.78	2.01	0	0.39	10	0.78	0.09	2.016853534	0
8	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F07_1376694	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F07_1376694	called	0.65	3.08	0	0.24	17	0.74	0.12	3.031006999	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E05_1486894	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E05_1486894	called	0.57	3.22	0	0.21	19	0.69	0.08	3.002731677	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_H07_863262	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_H07_863262	called	0.38	3.4	0	0.15	35	0.51	0.07	3.276752431	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D01_734800	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D01_734800	called	0.64	3	0	0.24	17	0.73	0.08	2.990047445	0
6	DLP_REDO_FROM_CUTCH_G05	DLP_REDO_FROM_CUTCH_G05	called	0.64	3.29	0	0.23	18	0.75	0.11	3.186410051	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D08_831510	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D08_831510	high non-clonal	0.53	3.21	0	0.2	21	0.64	0.29	3.028188362	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D07_1486800	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D07_1486800	called	0.38	3.01	0	0.16	32	0.48	0.06	2.843334308	0
4	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C04_932802	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C04_932802	called	0.69	3.03	0	0.26	16	0.77	0.15	2.970217659	0
2	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B06_734694	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B06_734694	called	0.36	2.76	0	0.16	32	0.44	0.04	2.680571263	0
5	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F11_1148308	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F11_1148308	called	0.54	3.61	0	0.19	24	0.68	0.14	3.419596061	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E11_1361804	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E11_1361804	called	0.55	3.57	0	0.19	22	0.69	0.08	3.470634809	0
8	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A11_777808	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A11_777808	high non-clonal	0.53	3.03	0	0.21	20	0.63	0.27	2.892045968	0
1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E04_913890	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E04_913890	called	0.52	3.41	0	0.19	24	0.65	0.15	3.332467089	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E06_913816	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E06_913816	called	0.25	3.1	0	0.11	48	0.34	0.16	3.037972459	0
5	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G06_863654	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G06_863654	called	0.63	2.91	0	0.25	17	0.72	0.12	2.822180156	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A10_863764	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A10_863764	called	0.8	3.09	0	0.28	15	0.86	0.1	3.001694943	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A08_863652	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A08_863652	called	0.23	2.63	0	0.11	51	0.28	0.09	2.393906025	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C09_1361836	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C09_1361836	called	1	2.98	0	0.34	12	1	0.18	2.857651118	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C03_831498	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C03_831498	called	0.41	3.56	0	0.15	33	0.55	0.1	3.400130661	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B05_1361928	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B05_1361928	called	0.68	2	0	0.34	12	0.68	0.13	2.05224911	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F05_831496	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F05_831496	called	0.65	3.1	0	0.24	17	0.74	0.17	2.872806008	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A02_1320556	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A02_1320556	high non-clonal	0.21	2.63	0	0.1	55	0.26	0.2	2.518606164	0
5	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C12_932744	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C12_932744	called	0.69	3	0	0.26	16	0.77	0.1	3.000068842	0
1	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C11_1244868	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C11_1244868	called	0.66	2.98	0	0.25	16	0.74	0.08	2.815920637	0
4	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C06_932788	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C06_932788	called	0.46	3.4	0	0.18	28	0.6	0.05	3.327985806	0
9	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B10_1301200	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B10_1301200	called	0.52	3.04	0	0.21	20	0.63	0.1	3.089361825	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B06_863774	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B06_863774	called	0.95	2.86	0	0.34	12	0.96	0.2	2.716048334	0
3	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G11_1344474	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G11_1344474	high non-clonal	0.61	1.19	0	0.41	10	0.49	0.39	1.205205524	0
6	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G05_1365240	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G05_1365240	called	0.71	2.87	0	0.27	15	0.78	0.09	2.833573513	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E01_863710	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E01_863710	high non-clonal	0.41	2.95	0	0.17	29	0.51	0.23	2.848671711	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F12_863724	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F12_863724	called	0.62	3.48	0	0.21	19	0.74	0.16	3.271633021	0
8	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B01_1306686	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B01_1306686	called	0.64	3.07	0	0.24	17	0.74	0.17	2.990047445	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H12_831606	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H12_831606	called	0.48	2.84	0	0.2	21	0.57	0.08	2.544193899	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G03_831548	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G03_831548	called	0.62	3.12	0	0.23	18	0.72	0.04	3.026811306	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E06_863722	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E06_863722	high non-clonal	0.72	2.77	0	0.28	14	0.78	0.35	2.608134555	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E12_1365178	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E12_1365178	called	0.34	2.74	0	0.15	34	0.42	0.19	2.660201524	0
5	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B11_1306662	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B11_1306662	called	0.52	3	0	0.21	20	0.62	0.11	2.98012188	0
3	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D12_1244884	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D12_1244884	called	0.73	3.1	0	0.26	16	0.81	0.1	2.994737102	0
4	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B09_1301248	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B09_1301248	called	0.51	3.38	0	0.19	25	0.63	0.17	3.196205098	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B01_777956	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B01_777956	called	0.31	2.82	0	0.14	38	0.39	0.09	2.670901281	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B08_1301296	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B08_1301296	high non-clonal	0.41	3.2	0	0.16	31	0.52	0.23	3.024226773	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B03_831506	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B03_831506	called	0.4	2.72	0	0.17	28	0.47	0.08	2.594700798	0
9	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B04_913984	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B04_913984	high non-clonal	0.5	3.04	0	0.2	21	0.6	0.26	2.92228913	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A05_1320650	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A05_1320650	called	0.56	2.76	0	0.23	18	0.64	0.11	2.632580491	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D04_1365338	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D04_1365338	called	0.63	3.62	0	0.21	20	0.76	0.17	3.498442703	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E12_863690	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E12_863690	called	0.46	2.83	0	0.19	21	0.55	0.2	2.728668771	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C07_831620	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C07_831620	called	0.47	3	0	0.19	24	0.57	0.18	2.997807181	0
6	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B05_734660	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B05_734660	high non-clonal	0.49	3.06	0	0.19	21	0.59	0.2	2.930792384	0
4	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D01_1486852	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D01_1486852	called	0.46	2.97	0	0.19	25	0.56	0.09	2.892620964	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D10_730442	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D10_730442	high non-clonal	0.39	3.55	0	0.15	35	0.53	0.39	3.407822528	0
6	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A10_777862	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A10_777862	high non-clonal	0.55	3.03	0	0.21	19	0.65	0.22	2.955633166	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C05_1376830	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C05_1376830	high non-clonal	0.62	2.77	0	0.25	16	0.69	0.38	2.649411445	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E05_1361966	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E05_1361966	called	1	2.92	0	0.34	12	1	0.07	2.886370989	0
1	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B09_914024	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B09_914024	high non-clonal	0.25	2.39	0	0.12	44	0.29	0.4	2.286527576	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B07_1376688	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B07_1376688	called	0.51	2.85	0	0.21	20	0.6	0.16	2.75210826	0
6	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A09_730356	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A09_730356	called	0.6	3.01	0	0.23	18	0.69	0.1	2.941549015	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D04_831590	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D04_831590	called	0.44	3.7	0	0.16	32	0.6	0.08	3.473882431	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D05_1486938	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D05_1486938	called	0.57	2.98	0	0.22	18	0.66	0.17	2.798873693	0
2	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A03_1320652	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A03_1320652	high non-clonal	0.43	3.3	0	0.17	30	0.56	0.34	3.196840567	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E03_1376944	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E03_1376944	called	0.64	3.31	0	0.23	18	0.75	0.16	3.154704741	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B04_809116	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B04_809116	called	0.3	3.65	0	0.12	44	0.44	0.12	3.476513521	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F01_1376850	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F01_1376850	high non-clonal	0.43	3.22	0	0.17	29	0.55	0.35	3.138716193	0
7	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G02_932836	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G02_932836	high non-clonal	0.67	2.98	0	0.25	16	0.75	0.36	2.854494893	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D02_734724	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D02_734724	called	0.58	3.46	0	0.2	20	0.71	0.11	3.218567287	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A10_809244	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A10_809244	high non-clonal	0.52	3.05	0	0.2	20	0.62	0.22	2.90288096	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A01_730336	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A01_730336	called	0.63	3.19	0	0.23	18	0.73	0.19	2.978726717	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E06_831596	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E06_831596	high non-clonal	0.37	3.04	0	0.16	33	0.47	0.23	2.989115176	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F04_809156	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F04_809156	called	0.39	2.99	0	0.16	31	0.49	0.11	2.846331081	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D08_863726	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D08_863726	high non-clonal	0.62	3.2	0	0.23	18	0.72	0.32	3.026811306	0
2	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C03_1320570	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C03_1320570	high non-clonal	0.55	2.99	0	0.22	19	0.65	0.23	3.031983676	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G11_730370	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G11_730370	called	0.59	3.41	0	0.21	20	0.71	0.08	3.26521319	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B01_863664	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B01_863664	called	0.59	2.99	0	0.23	18	0.68	0.09	2.928052479	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H08_863626	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H08_863626	high non-clonal	0.27	3.28	0	0.12	46	0.38	0.23	3.144791923	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D10_863620	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D10_863620	high non-clonal	0.31	2.73	0	0.14	37	0.38	0.3	2.600614405	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D02_831558	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D02_831558	high non-clonal	0.48	2.9	0	0.2	21	0.57	0.24	2.643656507	0
5	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B01_1361912	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B01_1361912	high non-clonal	0.71	3.06	0	0.26	16	0.79	0.29	2.949213842	0
4	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D01_1148458	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D01_1148458	called	0.59	3.57	0	0.2	21	0.72	0.12	3.378763084	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D03_1376748	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D03_1376748	called	0.35	2.97	0	0.15	35	0.44	0.13	2.818007091	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B03_863606	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B03_863606	called	0.43	2.78	0	0.18	25	0.51	0.09	2.736433545	0
2	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D11_1244718	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D11_1244718	high non-clonal	0.44	2.95	0	0.18	26	0.54	0.39	2.843744665	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B09_863632	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B09_863632	high non-clonal	0.53	3.3	0	0.2	21	0.65	0.34	3.138399314	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D09_932662	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D09_932662	called	0.28	3.21	0	0.12	45	0.38	0.09	3.197649388	0
1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C08_913862	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C08_913862	called	0.41	3.18	0	0.17	30	0.53	0.09	3.114515283	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G05_730428	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G05_730428	called	0.19	3.27	0	0.09	64	0.28	0.19	3.128853614	0
5	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D12_734636	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D12_734636	called	0.44	3.06	0	0.18	27	0.54	0.18	3.015645371	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D01_809204	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D01_809204	high non-clonal	0.39	1.89	0	0.2	21	0.37	0.29	1.869643417	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D11_734718	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D11_734718	called	0.41	3.14	0	0.16	31	0.52	0.16	2.935426681	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H05_1365330	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H05_1365330	high non-clonal	0.57	3.07	0	0.22	19	0.68	0.35	3.002731677	0
4	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F02_913980	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F02_913980	called	0.42	3.03	0	0.17	29	0.52	0.15	3.022467445	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D04_863756	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D04_863756	called	0.47	3.41	0	0.18	28	0.6	0.14	3.294871794	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D02_809252	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D02_809252	called	0.24	3.45	0	0.1	52	0.36	0.13	3.320707543	0
