array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G11_932750	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G11_932750	called	0.72	2	0	0.36	11	0.72	0.09	1.97683273081218	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E10_863752	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E10_863752	called	0.38	3.26	0	0.15	33	0.5	0.23	3.1163115660749	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C07_1376648	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C07_1376648	called	0.57	3.08	0	0.22	19	0.67	0.09	2.95791478642312	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E03_863234	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E03_863234	called	0.34	2.53	0	0.15	33	0.39	0.05	2.4167314185887	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F04_777834	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F04_777834	called	0.43	2.75	0	0.18	25	0.51	0.06	2.55142011531813	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B11_913992	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B11_913992	called	0.55	2	0	0.27	15	0.55	0.05	1.99803260566405	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F03_730460	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F03_730460	called	0.48	3.35	0	0.18	26	0.61	0.09	3.1873006783087	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C11_932832	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C11_932832	called	0.37	2.67	0	0.17	30	0.44	0.1	2.54983825999419	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B12_777944	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B12_777944	called	0.36	1.98	0	0.18	26	0.36	0.08	1.87794458989269	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F08_1365302	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F08_1365302	called	0.54	2	0	0.27	15	0.54	0.23	1.90621905455172	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A03_863768	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A03_863768	called	0.28	2.89	0	0.13	42	0.36	0.11	2.74608943361146	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B07_831522	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B07_831522	called	0.38	3.38	0	0.15	34	0.51	0.07	3.34228747971749	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F11_1377026	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F11_1377026	called	0.33	2.18	0	0.16	31	0.35	0.3	2.16015045745924	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A12_863278	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A12_863278	called	0.36	1.79	0	0.19	24	0.34	0.14	1.73557257866748	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E03_1376760	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E03_1376760	called	0.6	1.89	0	0.31	13	0.59	0.27	1.83175188762007	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D12_863388	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D12_863388	called	0.53	3.73	0	0.18	27	0.68	0.16	3.47114515733495	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E11_1344466	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E11_1344466	called	0.42	2.77	0	0.18	27	0.5	0.3	2.65554554551429	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D07_1376652	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D07_1376652	called	0.35	2.76	0	0.16	33	0.43	0.06	2.6445460696312	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C01_1376746	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C01_1376746	called	0.48	1.91	0	0.25	17	0.47	0.13	1.84683102437733	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D02_730376	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D02_730376	called	0.47	2.46	0	0.21	19	0.52	0.11	2.3318348495225	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D11_1486782	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D11_1486782	called	0.41	2.94	0	0.17	28	0.51	0.04	2.82032695421416	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G03_1361874	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G03_1361874	called	0.43	2.07	0	0.21	20	0.44	0.14	2.00577381652489	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D04_1148488	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D04_1148488	called	0.59	1.91	0	0.31	13	0.58	0.13	1.81826196738623	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C09_734798	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C09_734798	called	0.33	3.28	0	0.14	39	0.45	0.15	3.08339088998904	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A01_1320596	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A01_1320596	called	0.78	2.01	0	0.39	10	0.78	0.09	2.01685353426636	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F07_1376694	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F07_1376694	called	0.55	2.08	0	0.27	15	0.56	0.17	2.03839554171561	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E05_1486894	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E05_1486894	called	0.57	3.22	0	0.21	19	0.69	0.08	3.0027316771265	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_H07_863262	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_H07_863262	called	0.31	2.4	0	0.15	35	0.35	0.07	2.25058535155465	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D01_734800	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D01_734800	called	0.75	2	0	0.38	11	0.75	0.08	1.97845834451561	0
DLP_REDO_FROM_CUTCH_G05	DLP_REDO_FROM_CUTCH_G05	called	0.54	2.28	0	0.25	16	0.57	0.17	2.16015829719031	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D08_831510	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D08_831510	called	0.42	2.2	0	0.2	21	0.44	0.29	2.01879224138558	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D07_1486800	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D07_1486800	called	0.38	3.01	0	0.16	32	0.48	0.06	2.84333430827408	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C04_932802	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C04_932802	called	0.53	2.05	0	0.26	16	0.54	0.14	1.98401332994826	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B06_734694	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B06_734694	called	0.35	2.76	0	0.15	33	0.43	0.1	2.67112419949277	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F11_1148308	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F11_1148308	called	0.7	1.8	0	0.37	11	0.67	0.16	1.68958773609732	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E11_1361804	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E11_1361804	called	0.39	2.6	0	0.17	28	0.45	0.13	2.5638045402024	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A11_777808	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A11_777808	called	0.42	2.04	0	0.21	20	0.43	0.27	1.91248201110513	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E04_913890	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E04_913890	called	0.52	3.41	0	0.19	24	0.65	0.15	3.3324670893951	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E06_913816	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E06_913816	called	0.23	2.1	0	0.11	48	0.23	0.16	2.05509901638071	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G06_863654	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G06_863654	called	0.51	1.91	0	0.26	16	0.5	0.12	1.79684226108521	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A10_863764	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A10_863764	called	0.59	2.09	0	0.29	14	0.6	0.11	2.01852542641091	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A08_863652	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A08_863652	called	0.24	2.63	0	0.11	47	0.3	0.2	2.40376035120981	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C09_1361836	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C09_1361836	called	0.68	1.98	0	0.34	12	0.68	0.22	1.83030854421644	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C03_831498	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C03_831498	called	0.41	3.56	0	0.15	33	0.55	0.1	3.4001306609544	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B05_1361928	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B05_1361928	called	0.68	2	0	0.34	12	0.68	0.13	2.05224911006851	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F05_831496	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F05_831496	called	0.65	3.1	0	0.24	17	0.74	0.17	2.87280600769345	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A02_1320556	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A02_1320556	called	0.21	2.63	0	0.1	55	0.26	0.2	2.5186061637534	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C12_932744	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C12_932744	called	0.53	2	0	0.27	15	0.54	0.23	1.96427206747141	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C11_1244868	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C11_1244868	called	0.66	2.98	0	0.25	16	0.74	0.08	2.81592063740879	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C06_932788	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C06_932788	called	0.34	2.38	0	0.16	32	0.38	0.05	2.26086554992533	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B10_1301200	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B10_1301200	called	0.56	2	0	0.28	15	0.56	0.13	2.09149910054297	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B06_863774	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B06_863774	called	0.62	1.87	0	0.32	13	0.61	0.18	1.75482170281221	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G11_1344474	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G11_1344474	called	0.24	1.65	0	0.12	43	0.2	0.37	1.61698303286101	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G05_1365240	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G05_1365240	called	0.57	1.87	0	0.3	14	0.55	0.14	1.84441655890196	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E01_863710	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E01_863710	called	0.41	2.95	0	0.17	29	0.51	0.23	2.848671711336	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F12_863724	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F12_863724	called	0.62	3.48	0	0.21	19	0.74	0.16	3.27163302134679	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B01_1306686	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B01_1306686	called	0.53	2.07	0	0.26	16	0.54	0.2	1.96427206747141	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H12_831606	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H12_831606	called	0.53	2.79	0	0.22	19	0.61	0.28	2.47260641879791	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G03_831548	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G03_831548	called	0.62	3.12	0	0.23	18	0.72	0.04	3.02681130576986	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E06_863722	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E06_863722	called	0.38	3.32	0	0.15	34	0.5	0.32	3.14763101800028	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E12_1365178	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E12_1365178	called	0.34	2.74	0	0.15	34	0.42	0.19	2.66020152370755	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B11_1306662	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B11_1306662	called	0.63	2	0	0.32	13	0.63	0.16	1.98966153310455	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D12_1244884	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D12_1244884	called	0.54	2.1	0	0.26	16	0.55	0.12	2.02144754372087	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B09_1301248	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B09_1301248	called	0.41	2.38	0	0.19	24	0.45	0.18	2.19466612897079	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B01_777956	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B01_777956	called	0.31	2.82	0	0.14	38	0.39	0.09	2.67090128062393	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B08_1301296	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B08_1301296	called	0.34	2.2	0	0.16	31	0.36	0.24	2.03641383857026	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B03_831506	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B03_831506	called	0.4	2.72	0	0.17	28	0.47	0.08	2.59470079787703	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B04_913984	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B04_913984	called	0.83	2	0	0.42	10	0.83	0.27	1.96142337577581	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A05_1320650	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A05_1320650	called	0.56	2.76	0	0.23	18	0.64	0.11	2.63258049091165	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D04_1365338	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D04_1365338	called	0.49	2.63	0	0.21	19	0.56	0.18	2.53999725226488	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E12_863690	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E12_863690	called	0.46	2.83	0	0.19	21	0.55	0.2	2.72866877094449	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C07_831620	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C07_831620	called	0.65	2	0	0.33	12	0.65	0.21	1.99215523214045	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B05_734660	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B05_734660	called	0.4	2.06	0	0.2	21	0.41	0.22	1.9316826455141	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D01_1486852	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D01_1486852	called	0.38	1.97	0	0.19	24	0.37	0.11	1.87451273778475	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D10_730442	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D10_730442	called	0.39	3.55	0	0.15	35	0.53	0.39	3.4078225283394	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A10_777862	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A10_777862	called	0.46	2.01	0	0.23	18	0.47	0.33	1.96103267697766	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C05_1376830	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C05_1376830	called	0.33	3.4	0	0.14	39	0.46	0.22	3.25923434332246	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E05_1361966	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E05_1361966	called	0.76	1.92	0	0.39	10	0.75	0.12	1.90088188321339	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B09_914024	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B09_914024	called	0.25	2.39	0	0.12	44	0.29	0.4	2.28652757551894	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B07_1376688	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B07_1376688	called	0.51	2.85	0	0.21	20	0.6	0.16	2.75210825988299	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A09_730356	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A09_730356	called	0.41	2.01	0	0.21	20	0.42	0.12	1.97072575944782	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D04_831590	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D04_831590	called	0.33	2.74	0	0.15	35	0.4	0.09	2.5815537856068	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D05_1486938	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D05_1486938	called	0.57	2.98	0	0.22	18	0.66	0.17	2.79887369342438	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A03_1320652	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A03_1320652	called	0.33	2.33	0	0.16	32	0.37	0.31	2.2441991970689	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E03_1376944	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E03_1376944	called	0.64	3.31	0	0.23	18	0.75	0.16	3.15470474122492	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B04_809116	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B04_809116	called	0.3	3.65	0	0.12	44	0.44	0.12	3.47651352065118	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F01_1376850	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F01_1376850	called	0.43	3.22	0	0.17	29	0.55	0.35	3.1387161929774	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G02_932836	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G02_932836	called	0.75	1.99	0	0.38	11	0.75	0.38	1.91342514789373	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D02_734724	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D02_734724	called	0.58	3.46	0	0.2	20	0.71	0.11	3.21856728698181	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A10_809244	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A10_809244	called	0.52	3.05	0	0.2	20	0.62	0.22	2.90288095953409	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A01_730336	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A01_730336	called	0.49	2.2	0	0.23	18	0.51	0.19	2.00701814799488	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E06_831596	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E06_831596	called	0.37	2.98	0	0.16	33	0.46	0.31	2.9549189148574	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F04_809156	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F04_809156	called	0.66	1.97	0	0.33	12	0.65	0.22	1.93327814716599	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D08_863726	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D08_863726	called	0.62	3.2	0	0.23	18	0.72	0.32	3.02681130576986	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C03_1320570	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C03_1320570	called	0.44	1.99	0	0.22	19	0.44	0.25	2.0319978018119	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G11_730370	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G11_730370	called	0.59	3.41	0	0.21	20	0.71	0.08	3.26521318969169	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B01_863664	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B01_863664	called	0.76	1.99	0	0.38	10	0.76	0.11	1.96513934108004	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H08_863626	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H08_863626	called	0.27	3.28	0	0.12	46	0.38	0.23	3.14479192268787	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D10_863620	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D10_863620	called	0.31	2.73	0	0.14	37	0.38	0.3	2.60061440481804	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D02_831558	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D02_831558	called	0.78	1.98	0	0.39	10	0.77	0.24	1.83228377687708	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B01_1361912	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B01_1361912	called	0.26	1.78	0	0.13	40	0.24	0.12	1.71656298988341	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D01_1148458	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D01_1148458	called	0.53	2.5	0	0.24	17	0.59	0.25	2.31146398110146	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D03_1376748	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D03_1376748	called	0.35	2.97	0	0.15	35	0.44	0.13	2.81800709074219	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B03_863606	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B03_863606	called	0.46	2.78	0	0.2	21	0.54	0.08	2.6514899507518	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D11_1244718	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D11_1244718	called	0.33	1.96	0	0.16	31	0.32	0.4	1.85673026457877	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B09_863632	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B09_863632	called	0.53	3.3	0	0.2	21	0.65	0.34	3.13839931412904	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D09_932662	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D09_932662	called	0.28	3.21	0	0.12	45	0.38	0.09	3.19764938834725	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C08_913862	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C08_913862	called	0.41	3.18	0	0.17	30	0.53	0.09	3.11451528251922	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G05_730428	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G05_730428	called	0.19	3.27	0	0.09	64	0.28	0.19	3.12885361419032	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D12_734636	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D12_734636	called	0.4	2.06	0	0.2	21	0.4	0.17	2.02123612662555	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D01_809204	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D01_809204	called	0.39	1.89	0	0.2	21	0.37	0.29	1.86964341712863	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D11_734718	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D11_734718	called	0.41	3.14	0	0.16	31	0.52	0.16	2.9354266806913	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H05_1365330	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H05_1365330	called	0.57	3.07	0	0.22	19	0.68	0.35	3.0027316771265	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F02_913980	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F02_913980	called	0.49	2.02	0	0.24	17	0.49	0.29	1.98704798375389	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D04_863756	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D04_863756	called	0.38	2.41	0	0.18	28	0.42	0.15	2.28965667035318	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D02_809252	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D02_809252	called	0.21	2.45	0	0.1	54	0.24	0.26	2.27123566666983	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C01_1361982	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C01_1361982	called	0.52	3.39	0	0.19	23	0.65	0.12	3.2664798198635	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E10_777852	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E10_777852	called	0.42	3.57	0	0.16	32	0.56	0.14	3.36074608772684	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B11_863674	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B11_863674	called	0.67	2.03	0	0.33	12	0.67	0.19	1.99276362861725	0
